|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
894|JAAGO|Hindi|VIL/2/21/2021-MUM|0 days 01:59:01|Video|Mehul Kumar|M K PICTURES|UA|1|2021-01-29|7141
895|PUDHU PETTAI|Hindi|VIL/2/22/2021-MUM|0 days 02:48:28|Video|Ramesh Mohanlal Vyas|M/s. LAKSHMI GANPATHY FILMS|UA|1|2021-01-29|10108
896|GUILTY|Hindi with English Subtitle|DIL/3/4/2021-MUM|0 days 02:05:46|Digital|Peter Joseph Fernandes|DHARMATIC ENTERTAINMENT PRIVATE LIMITED|A|1|2021-02-02|7546
897|BUS CONDUCTOR|Hindi|VIL/2/24/2021-MUM|0 days 02:32:37|Video|Murlidhar Tilwani|IMPOSSIBLE FILMS PVT. LTD.|UA|1|2021-02-03|9157
898|TERMINATION : EK BHAYANAK SACH (DUBBED)|Hindi|VFL/2/97/2021-MUM|0 days 01:26:09|Video|HIGH OCTANE PICTURES,LLC|-|UA|1|2021-02-03|5169
899|RAMESHWARAM|Hindi Dub With English Subtitles|VIL/2/25/2021-MUM|0 days 02:05:35|Video|Aneesh Arjun Dev|Wide Angle Media Pvt.Ltd.|UA|1|2021-02-03|7535
900|AAG KA DARIYA|Hindi|VIL/2/26/2021-MUM|0 days 02:05:23|Video|Inder Hariram Chhatwal|M/s. PANKAJ ARTS|UA|1|2021-02-04|7523
901|MILESTONE|Hindi with English Subtitle|DIL/2/25/2021-MUM|0 days 01:39:03|Digital|Kimsi Singh|M/s. jabberwockee talkies LLP|UA|1|2021-02-04|5943
902|"""BLACK MARKET."""|Hindi|DIL/3/6/2021-MUM|0 days 02:11:18|Digital|Arjun Brijlal Raaj|M/S. HAPPY CROWD ENTERTAINMENT|A|1|2021-02-05|7878
903|VILLAVAN (DUBBED)|Hindi|VFL/2/99/2021-MUM|0 days 01:55:55|Video|GVKM ELEPHANT PICTURES SDN BHD|-|UA|1|2021-02-05|6955
904|BE SHAKAL|Hindi|VIL/2/8/2021-CUT|0 days 02:04:45|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2021-02-08|7485
905|HAMARA SWABHIMAN AMAR RAHE|Hindi|DIL/2/27/2021-MUM|0 days 02:10:14|Digital|Dinesh Rajpurohit|M/S. RAJPUROHIT ENTERTAINMENT|UA|1|2021-02-08|7814
906|WHOLE WORLD AT OUR FEET|Hindi|VFL/2/101/2021-MUM|0 days 01:40:04|Video|Shoreline Entertainment|-|UA|1|2021-02-08|6004
907|SHIVA|Hindi|VIL/2/27/2021-MUM|0 days 01:50:55|Video|K B Raghu|M/s R.V.K.CREATIONS|UA|1|2021-02-08|6655
908|ATHIRAN-PYAAR KA KARM|Hindi|VIL/2/28/2021-MUM|0 days 02:15:51|Video|Maliakal Chacko Philip|CENTURY INVESTMENTS|UA|1|2021-02-08|8151
909|VIJAY FANS|Hindi|VIL/2/29/2021-MUM|0 days 02:26:23|Video|Krishnan Sethukumar|SRIVARI FILMS STUDIOS PRIVATE LIMITED|UA|1|2021-02-09|8783
910|SUSPENDED|Hindi|DIL/2/29/2021-MUM|0 days 02:01:25|Digital|Pradeep Suvigya|SAJAG FILMS|UA|1|2021-02-09|7285
911|PUNARJAGRAN|Hindi|DIL/1/14/2021-KOL|0 days 01:40:05|Digital|Gajanand Pathak|VIVEKANANDA EDUCATION CELL|U|1|2021-02-10|6005
912|A LIFE LIVED|Hindi|VFL/2/103/2021-MUM|0 days 01:16:44|Video|ITN DISTRIBUTION, INC|-|UA|1|2021-02-10|4604
913|376 D|Hindi|VIL/2/32/2021-MUM|0 days 02:05:49|Video|Robin Singh Sikarwar|FAODAIL PICTURES|UA|1|2021-02-10|7549
914|DEADPOOL|Hindi|VFL/2/105/2021-MUM|0 days 01:37:55|Video|Simon Kinberg, 20th Century Fox|-|UA|1|2021-02-10|5875
915|KARTHA|Hindi|VIL/2/34/2021-MUM|0 days 01:54:16|Video|P Venkatesh|M/S SRI SAPTHAGIRI ENTERTAINMENTS|UA|1|2021-02-11|6856
916|SCARY FOREST|Hindi|DIL/2/30/2021-MUM|0 days 02:09:45|Digital|Jayaprabhu Lingayath|JP ENTERTAINMENT WORLD|UA|1|2021-02-11|7785
917|OUIJA CRAFT : ANOKHA SAAYA RAHASYA KA (DUBBED)|Hindi|VFL/2/107/2021-MUM|0 days 01:20:57|Video|HIGH OCTANE PICTURES,LLC|-|UA|1|2021-02-11|4857
918|RANA BHOOMI|Hindi|VIL/2/35/2021-MUM|0 days 01:45:34|Video|Manjunath Prabhu|MANSI FILMS|UA|1|2021-02-11|6334
919|VIRGIN BHANUPRIYA|Hindi|VIL/2/36/2021-MUM|0 days 01:54:55|Video|Mahendra Dhariwal|Dhariwal Films Pvt. Ltd.|UA|1|2021-02-11|6895
920|9|Hindi|VIL/1/1/2021-MUM|0 days 02:28:59|Video|Prithviraj Sukumaran|PRITHVIRAJ PRODUCTIONS LLP|U|1|2021-02-11|8939
921|GHO GHO RANI.|Hindi|DIL/2/31/2021-MUM|0 days 01:40:55|Digital|Arunima Falguni|ARUNIMA FILM CREATIONS|UA|1|2021-02-12|6055
922|LOFERS.|Hindi|VIL/2/37/2021-MUM|0 days 01:58:18|Video|B N Gangadhar|ANS PRODUCTIONS|UA|1|2021-02-12|7098
923|MODERN SIVAJI|Hindi|VIL/2/39/2021-MUM|0 days 02:07:04|Video|Ajitkumar Asharam Joshi|Swami Films Entertainments Private Limited|UA|1|2021-02-12|7624
924|PEPPER CHICKEN|Hindi|DIL/1/2/2021-GUW|0 days 01:37:22|Digital|Khalequr Zaman|R.K.Z. FILMS|U|1|2021-02-15|5842
925|NAKU MANASUNNADI|Hindi|VIL/2/40/2021-MUM|0 days 01:54:04|Video|Shetty Devashankar|SAI HASINI PRODUCTIONS|UA|1|2021-02-15|6844
926|THE BIG BULL|Hindi|DIL/2/33/2021-MUM|0 days 02:35:59|Digital|Ajay Devgn|AJAY DEVGN FFILMS|UA|1|2021-02-15|9359
927|TOPLESS|Hindi|VIL/2/9/2021-DEL|0 days 01:38:08|Video|Shivam Raj|-|UA|1|2021-02-15|5888
928|TOM AND JERRY|Hindi|DFL/1/3/2021-MUM|0 days 01:41:41|Digital|CHRIS DEFARIA, WARNER BROS.|-|U|1|2021-02-15|6101
929|PURE AS SNOW: DILON KI SHEHZAADI (DUBBED)|Hindi|VFL/3/2/2021-MUM|0 days 01:45:15|Video|GAUMONT S.A./ERIC ALTMAYER|-|A|1|2021-02-15|6315
930|ABCD AMERICAN BORN CONFUSED DESI|Hindi|VIL/1/2/2021-MUM|0 days 02:20:39|Video|Komalla Sreedharreddy|MADHURA ENTERTAINMENT|U|1|2021-02-15|8439
931|SIZE ZERO|Hindi|VIL/2/41/2021-MUM|0 days 02:03:56|Video|Prasad Veera Potluri|PICTUREHOUSE MEDIA LIMITED|UA|1|2021-02-15|7436
932|AUTO SHANKAR|Hindi|VIL/2/42/2021-MUM|0 days 02:23:37|Video|Jitender Gulati|M/s. SHANTI ENTERPRISES|UA|1|2021-02-15|8617
933|VADHAYIYAAN JI VADHAYIYAAN|Hindi|VIL/2/43/2021-MUM|0 days 02:02:42|Video|Atul Bhalla|A & A ADVISORS PRIVATE LIMITED|UA|1|2021-02-16|7362
934|THE BROKEN HEARTS GALLERY|Hindi|VFL/1/10/2021-MUM|0 days 01:50:09|Video|David Gross,Sony Pictures USA|-|U|1|2021-02-16|6609
935|THE REVENGE OF ROBERT|Hindi|VFL/2/113/2021-MUM|0 days 01:19:29|Video|High Octane Pictures, LLC|-|UA|1|2021-02-16|4769
936|ISHA|Hindi|VIL/2/44/2021-MUM|0 days 01:57:46|Video|Jose Thomas|VISUAL DREAMS MOVIE PRODUCTION COMPANY|UA|1|2021-02-16|7066
937|THE MARKSMAN|Hindi|DFL/2/4/2021-Che|0 days 01:49:49|Digital|Voltage Pictures LLC|-|UA|1|2021-02-16|6589
938|SABSE BADA GAME|Hindi|VIL/1/3/2021-MUM|0 days 02:13:37|Video|Narendra Hirawat|-|U|1|2021-02-17|8017
939|ASURAN|Hindi|VIL/2/10/2021-CUT|0 days 02:19:05|Video|Thanu Subramaniam|V CREATIONS|UA|1|2021-02-17|8345
940|CHAKRA KA RAKSHAK|Hindi|DIL/2/34/2021-MUM|0 days 02:11:22|Digital|Vishal Krishna|VISHAL FILM FACTORY|UA|1|2021-02-17|7882
941|TOOFAAN|Hindi|DIL/2/35/2021-MUM|0 days 02:43:03|Digital|Ritesh Sidhwani|Excel Entertainment Pvt Ltd|UA|1|2021-02-17|9783
942|NOBEL PEACE|Hindi|DIL/1/10/2021-MUM|0 days 02:01:25|Digital|O P Rai|Kala Niketan Entertainment|U|1|2021-02-17|7285
943|FLIGHT|Hindi|DIL/2/37/2021-MUM|0 days 01:56:11|Digital|Mohit Chadda|Crazy Boyz Entertainment Pvt Ltd|UA|1|2021-02-17|6971
944|BLACK BOARD|Hindi|VIL/1/4/2021-MUM|0 days 01:40:17|Video|Thallada Srinivas|SRI ANNAPURNA CREATIONS|U|1|2021-02-17|6017
945|THE VIRUS LOCKDOWN|Hindi|DIL/1/1/2021-DEL|0 days 02:12:14|Digital|Durgesh Paul Sachdev|DURGESH PAUL PRODUCTION|U|1|2021-02-18|7934
946|RAJAMANIKAM|Hindi|VIL/2/46/2021-MUM|0 days 02:05:42|Video|Jayshree Navratan Pachisia|VISHANT AUDIO VISUALS PVT. LTD.|UA|1|2021-02-18|7542
947|MUMBAI SAGA|Hindi|DIL/3/8/2021-MUM|0 days 02:07:31|Digital|Sanjay Rajprakash Gupta|WHITE FEATHER FILMS LTD.|A|1|2021-02-19|7651
948|ANTARVEDAM|Hindi|VIL/2/47/2021-MUM|0 days 02:01:33|Video|Chandina Ravikishore Babu|Friends Funding Films|UA|1|2021-02-19|7293
949|EK AUR SHUBH VIVAAH|Hindi|VIL/2/48/2021-MUM|0 days 02:06:54|Video|SANJAY DATTARAM KANDE|B4U BROADBAND (I) PVT LTD|UA|1|2021-02-19|7614
950|FAACTORY|Hindi|VIL/2/49/2021-MUM|0 days 01:32:46|Video|Meera Darshan Desai|M. AND S. FILMS|UA|1|2021-02-19|5566
951|MERCENARY : ABSOLUTION (DUBBED)|Hindi|VFL/2/117/2021-MUM|0 days 01:30:05|Video|Daro Film Distribution GmBh, Steven Seagal|-|UA|1|2021-02-22|5405
952|PUTHIYAM PAYANAM- EK AUR AASHIQ DAGABAAZ|Hindi|VIL/2/51/2021-MUM|0 days 02:03:02|Video|Dev Bhatia|S.S. Sai Media|UA|1|2021-02-22|7382
953|BESHUMAR|Hindi with English Subtitle|VIL/2/50/2021-MUM|0 days 02:06:05|Video|Konidena Koteswara Rao|KRISHI CREATIONS|UA|1|2021-02-22|7565
954|DUMDAAR KHILADI 2|Hindi|DIL/2/42/2021-MUM|0 days 02:24:00|Digital|UMESH GUPTA|ADITYA MUSIC (INDIA) PVT. LTD.|UA|1|2021-02-24|8640
955|RAKKHOSH.|Hindi|VIL/2/53/2021-MUM|0 days 01:54:48|Video|Prashen Hariappa Kyawal|SD Motion Pictures Pvt Ltd|UA|1|2021-02-24|6888
956|PREMAATUR|Hindi|DIL/2/45/2021-MUM|0 days 01:48:43|Digital|Prashant Walde|ANUGRAH ENTERTAINMENT|UA|1|2021-02-25|6523
957|AAGATHAN - EK GUILTY OFFICER|Hindi|VIL/1/5/2021-MUM|0 days 01:53:57|Video|Jayanta Ghosh|J.R. PRODUCTION HOUSE|U|1|2021-02-25|6837
958|DUM|Hindi|VIL/2/55/2021-MUM|0 days 02:12:36|Video|Murlidhar Tilwani|IMPOSSIBLE FILMS PVT. LTD.|UA|1|2021-02-25|7956
959|ORGANS|Hindi|VIL/2/57/2021-MUM|0 days 02:03:28|Video|Battula Laxmi Narayana|RAVI & RAGHU ARTS|UA|1|2021-02-26|7408
960|MEWAD KE PANNE|Hindi|DIL/1/14/2021-MUM|0 days 01:56:03|Digital|Vinit Talesara|FILM PANCHAYAT RAJASTHAN|U|1|2021-02-26|6963
961|HANG MAN|Hindi|VFL/2/124/2021-MUM|0 days 01:27:28|Video|HANGMAN PRODUCTION LL. C/O MOONSTONE ENTERTAINMENT INC.|-|UA|1|2021-02-26|5248
962|R.K.NAGAR|Hindi|VIL/2/59/2021-MUM|0 days 02:14:48|Video|Badri Kothandaraman|SHARDDHA ENTERTAINMENT|UA|1|2021-03-02|8088
963|SHATIR BADSHAH.|Hindi|VIL/2/60/2021-MUM|0 days 02:14:51|Video|Jitender Gulati|M/s. SHANTI ENTERPRISES|UA|1|2021-03-02|8091
964|JEENE KI UMEED TUMSE HI|Hindi|DIL/1/16/2021-MUM|0 days 02:01:48|Digital|Brajesh Kumar Rai|Rai Creative Production|U|1|2021-03-02|7308
965|LEGACY OF LIES|Hindi|DFL/2/25/2021-MUM|0 days 01:40:13|Digital|13 FILMS, LLC ALLA BELAYA, KRZYAZTOF SOLEK, ADRIAN BOL|-|UA|1|2021-03-02|6013
966|ROOHI|Hindi|DIL/2/48/2021-MUM|0 days 02:14:00|Digital|Poonam Shivdasani|Maddock Films|UA|1|2021-03-03|8040
967|KINAR|Hindi|VIL/1/6/2021-MUM|0 days 02:20:43|Video|Murlidhar Tilwani|IMPOSSIBLE FILMS PVT. LTD.|U|1|2021-03-03|8443
968|VEDHA|Hindi|VIL/1/7/2021-MUM|0 days 02:06:29|Video|Gandhar Ambadas Kusat|XLNT ENTERTAINMENT PVT LTD|U|1|2021-03-03|7589
969|TIME TO DANCE|Hindi|DIL/1/19/2021-MUM|0 days 01:53:00|Digital|Bhushan Dua|Super Cassettes Industries Pvt Ltd|U|1|2021-03-04|6780
970|KYA HUM BOJH HAI|Hindi|DIL/1/20/2021-MUM|0 days 02:07:43|Digital|Ashokkumar Jangbahadur Saxena|VAISHALI FILMS CREATION|U|1|2021-03-04|7663
971|FIVE POINT THREE|Hindi|DIL/1/3/2021-DEL|0 days 01:18:54|Digital|Vimal Gupta|M/S. VMG PRODUCTIONS|U|1|2021-03-04|4734
972|SAVE YOURSELVES|Hindi|VFL/2/132/2021-MUM|0 days 01:33:53|Video|Kara Durrett, Adi Ezroni, Sony Pictures USA|-|UA|1|2021-03-04|5633
973|BANSURI|Hindi with English Subtitle|DIL/1/18/2021-KOL|0 days 01:52:44|Digital|Mousumi Roy Chowdhury|M/S. VISION 3 GLOBAL PVT. LTD.|U|1|2021-03-04|6764
974|SUPER SCIENTIST (DUBBED)|Hindi|VFL/2/133/2021-MUM|0 days 01:50:52|Video|CHANH PHUONG PHIM|-|UA|1|2021-03-05|6652
975|PRODIGY|Hindi|VFL/2/134/2021-MUM|0 days 01:52:48|Video|Visionary Films|-|UA|1|2021-03-05|6768
976|BUD-KAAR|Hindi|VIL/2/62/2021-MUM|0 days 02:07:55|Video|Narendra Hirawat|-|UA|1|2021-03-05|7675
977|GAALIPATAM|Hindi with English Subtitle|VIL/2/61/2021-MUM|0 days 02:16:57|Video|Atul Dolarrai Rajani|AD WISE MEDIA WORKS|UA|1|2021-03-05|8217
978|TERI KHATA|Hindi|DIL/3/9/2021-MUM|0 days 01:47:44|Digital|Vandana Giri|SUBHA CREATION|A|1|2021-03-08|6464
979|MERA FAUJI CALLING|Hindi|DIL/1/21/2021-MUM|0 days 02:08:26|Digital|Vikram Kumar|RUNNING HORSES FILMS|U|1|2021-03-09|7706
980|AANKH MICHOLI|Hindi|DIL/1/22/2021-MUM|0 days 02:24:16|Digital|Tirthraj Tiwari|SONY PICTURES FILMS INDIA PRIVATE LIMITED|U|1|2021-03-10|8656
981|TOONEEGA (OKA DAIVA RAHASYAM)|Hindi|VIL/2/63/2021-MUM|0 days 02:00:32|Video|Chitrika Prem Kumar|PREM PAINTINGS|UA|1|2021-03-10|7232
982|RISHTEY A GRAND CELEBRATION|Hindi|VIL/2/65/2021-MUM|0 days 02:20:09|Video|Nagarjuna Akkineni|ANNAPURNA STUDIOS PVT. LTD.|UA|1|2021-03-12|8409
983|NAAM|Hindi|DIL/2/56/2021-MUM|0 days 02:15:56|Digital|Surekha Dinesh Patel|SNIGDHAA MOVIES PVT. LTD.|UA|1|2021-03-12|8156
984|HAPPIEST SEASON|Hindi|VFL/1/14/2021-MUM|0 days 01:40:51|Video|Marty Bowen, Sony Pictures U.S.A.|-|U|1|2021-03-12|6051
985|THADAKA RETURNS (POOLA RANGADU)|Hindi|VIL/2/66/2021-MUM|0 days 02:12:00|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2021-03-12|7920
986|MUDRA|Hindi|VIL/2/67/2021-MUM|0 days 01:48:15|Video|Natti Lakshmi Karuna|KWITY ENTERTAINMENTS|UA|1|2021-03-12|6495
987|MY STORY|Hindi|VIL/1/9/2021-MUM|0 days 02:13:00|Video|Dinaker O V|ROSHNI DINAKER PRODUCTIONS|U|1|2021-03-15|7980
988|JAANU|Hindi|VIL/1/11/2021-MUM|0 days 02:24:31|Video|Vvenkata Ramanareddy|Sri Venkateswara Creations|U|1|2021-03-15|8671
989|RAJA KI RAJDOOT.|Hindi|VIL/2/69/2021-MUM|0 days 01:58:37|Video|Malireddy Lakshmi Venkatasatyanarayana|M/S LAKSHYA PRODUCTIONS|UA|1|2021-03-15|7117
990|GADDAR SEY GADDARI HO GAYI|Hindi|DIL/2/1/2021-DEL|0 days 01:36:09|Digital|Jagjiwan Singh|Chandigarh Film Productions|UA|1|2021-03-16|5769
991|TAANA|Hindi|VIL/2/70/2021-MUM|0 days 02:06:12|Video|Kalaimamani Chokkalingam|Nobel Movies|UA|1|2021-03-16|7572
992|VETTAI|Hindi|VIL/2/71/2021-MUM|0 days 02:47:02|Video|Sanjaylalwani Prakashchandlalwani|S.N.MEDIA|UA|1|2021-03-16|10022
993|99 SONGS|Hindi|DIL/2/58/2021-MUM|0 days 02:13:15|Digital|A R Rahman|YM MOVIES PVT. LTD.|UA|1|2021-03-16|7995
994|"""ANU AND ARJUN(MOSAGALLU)"""|Hindi|DIL/2/59/2021-MUM|0 days 02:15:15|Digital|Manchu Vishnuvardhan Babu|M/S AVA ENTERTAINMENT|UA|1|2021-03-16|8115
995|RENDUM RENDUM ANJU- PYARA AJNABI QATIL|Hindi|VIL/2/73/2021-MUM|0 days 02:21:28|Video|Dev Bhatia|S.S. Sai Media|UA|1|2021-03-17|8488
996|VETTAH|Hindi|VIL/1/13/2021-MUM|0 days 01:52:39|Video|Manish Singhal|ENTER 10 TELEVISION PRIVATE LIMITED|U|1|2021-03-17|6759
997|4 IDIOTS|Hindi|VIL/2/74/2021-MUM|0 days 01:58:03|Video|Srirangam Satish Kumar|NAGARJUNA CINE CREATIONS|UA|1|2021-03-17|7083
998|HELLO CHARLIE|Hindi|DIL/1/28/2021-MUM|0 days 01:42:08|Digital|Ritesh Sidhwani|Excel Entertainment Pvt Ltd|U|1|2021-03-18|6128
999|HAATHI MERE SAATHI|Hindi|DIL/2/61/2021-MUM|0 days 02:43:09|Digital|Madhukar Ramane|EROS INTERNATIONAL MEDIA LTD|UA|1|2021-03-18|9789
1000|KAKABABU|Hindi with English Subtitle|DIL/1/23/2021-KOL|0 days 02:16:17|Digital|Debasish Sarkar|M/S. SVF ENTERTAINMENT PVT. LTD.|U|1|2021-03-18|8177
1001|JUNG KA MAIDAN (KALATHIL SANTHIPPOM)|Hindi|VIL/2/75/2021-MUM|0 days 02:14:04|Video|Rbchoudary Ratanlalchoudary|M/s SUPER GOOD FILMS (P) LTD|UA|1|2021-03-20|8044
1002|VICKY THE GANGSTER|Hindi|VIL/2/76/2021-MUM|0 days 01:52:01|Video|Niraj Tiwari|M/s. Aagaaz Entertainment Private Limited|UA|1|2021-03-20|6721
1003|MONSTER RUN|Hindi|VFL/2/158/2021-MUM|0 days 01:43:38|Video|Linmon Pictures,Maoyan Yingye, Sony Pictures USA,|-|UA|1|2021-03-22|6218
1004|YUGAA - THE JOURNEY OF LOVE|Hindi|DIL/1/29/2021-MUM|0 days 02:12:01|Digital|Mukesh Vyas|Viome Film Production|U|1|2021-03-22|7921
1005|MUDINJA IVANA PUDI|Hindi|VIL/2/78/2021-MUM|0 days 02:19:24|Video|Ramesh Mohanlal Vyas|M/s. LAKSHMI GANPATHY FILMS|UA|1|2021-03-22|8364
1006|GODZILLA VS. KONG|Hindi|DFL/2/28/2021-MUM|0 days 01:54:47|Digital|MARY PARENT, ALEX GARCIA, ERIC MCLEOD, JON JASHNI, THOMAS TULL, BRIAN ROGERS, WARNER BROS.|-|UA|1|2021-03-23|6887
1007|THE LEGEND OF ZU (DUBBED)|Hindi|VFL/2/162/2021-MUM|0 days 01:24:06|Video|KHORGOS HENGYE HERDSMAN PICTURES CO LTD.|-|UA|1|2021-03-23|5046
1008|MADHURA SWAPNA|Hindi|VIL/2/79/2021-MUM|0 days 01:46:18|Video|Chandrabhushan S Verma|24 FRAME ENTERTAINMENT|UA|1|2021-03-23|6378
1009|UMAKANT PANDEY PURUSH YA....?|Hindi|VIL/2/12/2021-DEL|0 days 01:52:24|Video|Ajeet Kumar|ASK ADVANCED SUPPORT SERVICES PVT LTD|UA|1|2021-03-24|6744
1010|GAJAB PREM KI AJAB KAHANI( MAHNUBHAVADU )|Hindi|VIL/2/80/2021-MUM|0 days 02:13:51|Video|Vemareddy Vamsikrishnareddy|U V CREATIONS|UA|1|2021-03-24|8031
1011|THE UNITY OF HEROES (DUBBED)|Hindi|VFL/2/167/2021-MUM|0 days 01:42:16|Video|ONEQI MEDIA AND TMENG PICTIRES|-|UA|1|2021-03-24|6136
1012|ROCKETRY - THE NAMBI EFFECT|Hindi|DIL/2/68/2021-MUM|0 days 02:37:02|Digital|Sarita Madhavan|TRICOLOR FILMS|UA|1|2021-03-26|9422
1013|HELMET|Hindi with English Subtitle|DIL/2/66/2021-MUM|0 days 01:49:05|Digital|Sajith Pillai|Sony Pictures Networks India Private Limited|UA|1|2021-03-26|6545
1014|KOI JAANE NA|Hindi|DIL/2/74/2021-MUM|0 days 02:21:02|Digital|Bhushan Dua|Super Cassettes Industries Pvt Ltd|UA|1|2021-03-31|8462
1015|VEER GOMTESHA|Hindi|DIL/1/3/2021-CUT|0 days 02:14:05|Digital|Shashank Jain|Kawar Pictures|U|1|2021-03-31|8045
1016|MERA JAWAAB|Hindi|VIL/2/82/2021-MUM|0 days 02:24:55|Video|Deepak Mukut|DHL Creations|UA|1|2021-04-01|8695
1017|CHHAL KIYA KISNE|Hindi|VIL/2/84/2021-MUM|0 days 02:01:59|Video|Adeev Sharma|IVANA PRODUCTIONS|UA|1|2021-04-01|7319
1018|V|Hindi|VIL/2/85/2021-MUM|0 days 02:08:00|Video|Vvenkata Ramanareddy|Sri Venkateswara Creations|UA|1|2021-04-01|7680
1019|DON RETURNS (RANA RANGAM)|Hindi|VIL/2/86/2021-MUM|0 days 02:08:05|Video|Suryadevara Naga Vamsi|SITHARA ENTERTAINMENTS|UA|1|2021-04-01|7685
1020|MUMBAIKA GUNDA ((NAMMA ANNACHI-TAMIL)|Hindi|VIL/2/87/2021-MUM|0 days 02:15:12|Video|Narendra Hirawat|-|UA|1|2021-04-01|8112
1021|NIRNAY|Hindi|DIL/2/1/2021-GUW|0 days 02:27:23|Digital|Techi Lakhan|-|UA|1|2021-04-01|8843
1022|BEKKIGONDU MUGUTHI|Hindi|VIL/2/88/2021-MUM|0 days 01:53:19|Video|Madhuri Umesh|M/S MAYA MOVIE MAKERS|UA|1|2021-04-05|6799
1023|KADAMPARI|Hindi with English Subtitle|VIL/2/89/2021-MUM|0 days 01:43:36|Video|N Arulmurugan|M/S AROMAA STUDIOS|UA|1|2021-04-05|6216
1024|KA PAE RANASINGHAM|Hindi|VIL/1/15/2021-MUM|0 days 02:51:22|Video|Kotapadijayaramanrajesh Jayaraman|KJR STUDIOS|U|1|2021-04-06|10282
1025|IRUKKAN GUDI- DANGA PARIWAR KA|Hindi|VIL/1/16/2021-MUM|0 days 01:49:36|Video|Dev Bhatia|S.S. Sai Media|U|1|2021-04-06|6576
1026|NAACH ROMEO|Hindi|DIL/1/7/2021-GUW|0 days 01:18:35|Digital|Raj K Sangma|-|U|1|2021-04-07|4715
1027|QUEEN OF SAJJAN GARH|Hindi|DIL/3/13/2021-MUM|0 days 01:40:36|Digital|Mahaveer Shringi|THRILLING WAVES FILMS|A|1|2021-04-07|6036
1028|MACHAAN|Hindi|VIL/2/13/2021-DEL|0 days 02:10:05|Video|Prince Madhup|Catfish Media|UA|1|2021-04-07|7805
1029|DARINGBAAZ KHILADI RETURNS (THOOTTAL POO MALARUM)|Hindi|VIL/2/91/2021-MUM|0 days 02:10:23|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2021-04-07|7823
1030|POGARU|Hindi|VIL/2/93/2021-MUM|0 days 02:28:04|Video|B K Gangadhar|M/S SRI JAGADGURU MOVIES|UA|1|2021-04-08|8884
1031|ANTI-LIFE|Hindi|DFL/2/8/2021-Che|0 days 01:34:37|Digital|SCREEN MEDIA VENTURES, LLC|-|UA|1|2021-04-09|5677
1032|TRIP|Hindi|VIL/2/94/2021-MUM|0 days 01:59:07|Video|A Viswanathan|M/s Sai Film Studios|UA|1|2021-04-09|7147
1033|"""MUMBAI SAGA"|Hindi|VIL/2/95/2021-MUM|0 days 02:03:42|Video|Sanjay Rajprakash Gupta|WHITE FEATHER FILMS LTD.|UA|1|2021-04-09|7422
1034|THE TERRORIST|Hindi|VIL/2/96/2021-MUM|0 days 01:49:01|Video|Alankar Santanswamy Pandian|M/S INVENIO FILMS|UA|1|2021-04-09|6541
1035|COMA|Hindi|VFL/2/182/2021-MUM|0 days 01:51:01|Video|ARMEN ANANIKYAN / GEVOND ANDREASYAN /SARIK ANDREASYAN /ATRIUM PRODUCTION KFT|-|UA|1|2021-04-12|6661
1036|RAMARJUNA|Hindi with English Subtitle|VIL/2/98/2021-MUM|0 days 02:13:19|Video|Anish Tejeshwar|M/S Wink Whistle Productions Private Limited|UA|1|2021-04-12|7999
1037|BAD SAMARITAN.|Hindi|VFL/2/184/2021-MUM|0 days 01:51:12|Video|Dean Devlin /Rachel Olschan / Marc Roskin / ELECTRIC DISTRIBUTION INC|-|UA|1|2021-04-15|6672
1038|SAHASRA|Hindi|VIL/2/100/2021-MUM|0 days 01:56:05|Video|Jitender Gulati|M/s. SHANTI ENTERPRISES|UA|1|2021-04-19|6965
1039|VANDEMATARAM|Hindi with English Subtitle|DIL/1/35/2021-KOL|0 days 01:15:07|Digital|Partha Kumar Sen|-|U|1|2021-04-19|4507
1040|LOCKDOWN TO UNLOCK|Hindi|DIL/2/87/2021-MUM|0 days 01:45:03|Digital|Sarita Sunil Pal|PALS FILMS|UA|1|2021-04-20|6303
1041|LUCKNOW JUNCTION|Hindi|DIL/2/89/2021-MUM|0 days 01:50:01|Digital|Supriya Pal|AARADHAYA ARTS|UA|1|2021-04-20|6601
1042|LADDU BABU|Hindi|VIL/2/102/2021-MUM|0 days 02:08:54|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2021-04-20|7734
1043|MISS INDIA|Hindi|VIL/1/13/2021-CUT|0 days 02:14:04|Video|Srimahesh Koneru|EAST COAST PRODUCTIONS|U|1|2021-04-21|8044
1044|PATHTHAR|Hindi|VIL/2/104/2021-MUM|0 days 01:50:42|Video|Narendra Hirawat|-|UA|1|2021-04-21|6642
1045|BISKUT|Hindi|VIL/1/18/2021-MUM|0 days 01:40:32|Video|Rajmohan Ramanathan|Masala Pix|U|1|2021-04-21|6032
1046|CHITTE|Hindi|VIL/2/105/2021-MUM|0 days 01:53:23|Video|M L Prasanna|M/S SHREE VAAGDEVI CREATIONS|UA|1|2021-04-21|6803
